"Protein Group","Top","Accession","Significance","Coverage (%)","#Peptides","#Unique","PTM","wt1 Area","wt3 Area","wt2 Area","php1 Area","php3 Area","php2 Area","Sample Profile (Ratio)","WT Area","PHP Area","Group Profile (Ratio)","Avg. Mass","Description"
2234,true,"F1MAN8|F1MAN8_RAT",29.08,1.56,4,4,"Carbamidomethylation; Phosphorylation (STY)",512516.22,578876.4,568817.6,827518.06,949676.0,853074.6,1.00:1.13:1.11:1.61:1.85:1.66,553403.44,876756.25,1.00:1.58,403778,"Laminin subunit alpha 5 OS=Rattus norvegicus OX=10116 GN=Lama5 PE=1 SV=2"
2374,true,"Q5BJQ6|CSTF1_RAT",26.84,18.33,4,4,"Carbamidomethylation",4579962.0,4903515.0,5008048.0,5802703.0,5919852.0,5930228.5,1.00:1.07:1.09:1.27:1.29:1.29,4830508.0,5884261.0,1.00:1.22,48382,"Cleavage stimulation factor subunit 1 OS=Rattus norvegicus OX=10116 GN=Cstf1 PE=2 SV=1"
1730,true,"B1WC25|B1WC25_RAT",3.17,27.30,6,4,"Carbamidomethylation; Phosphorylation (STY)",5708876.5,5324926.5,4561220.0,5179792.5,5918767.5,5409977.0,1.00:0.93:0.80:0.91:1.04:0.95,5198341.0,5502846.0,1.00:1.06,32579,"Tra2a protein OS=Rattus norvegicus OX=10116 GN=Tra2a PE=1 SV=1"
948,true,"Q32Q06|AP1M1_RAT",20.46,38.77,12,12,"",2.0512936E7,2.1777904E7,1.9899514E7,1.8282648E7,1.8346658E7,1.792254E7,1.00:1.06:0.97:0.89:0.89:0.87,2.0730118E7,1.8183948E7,1.00:0.88,48557,"AP-1 complex subunit mu-1 OS=Rattus norvegicus OX=10116 GN=Ap1m1 PE=1 SV=3"
2469,false,"D3ZCM7|D3ZCM7_RAT",10.47,2.86,2,2,"",2001927.5,2818410.2,2827183.8,3644286.5,3255289.5,3090824.8,1.00:1.41:1.41:1.82:1.63:1.54,2549173.8,3330133.5,1.00:1.31,83104,"TLE family member 1, transcriptional corepressor OS=Rattus norvegicus OX=10116 GN=Tle1 PE=1 SV=2"
141,false,"D4A5H0|D4A5H0_RAT",1.65,2.36,1,1,"",1.8742464E7,1.9058682E7,1.7760696E7,1.803217E7,1.9430362E7,1.8843254E7,1.00:1.02:0.95:0.96:1.04:1.01,1.8520614E7,1.8768596E7,1.00:1.01,43338,"Poly A-binding protein, cytoplasmic 5 OS=Rattus norvegicus OX=10116 GN=Pabpc5 PE=4 SV=1"
2164,true,"B5DFD8|B5DFD8_RAT",26.59,72.81,5,5,"Carbamidomethylation",1.3137273E7,1.5713664E7,1.5479953E7,2.1888984E7,2.3682968E7,2.2562932E7,1.00:1.20:1.18:1.67:1.80:1.72,1.4776963E7,2.2711628E7,1.00:1.54,12800,"SH3 domain-binding glutamic acid-rich-like protein OS=Rattus norvegicus OX=10116 GN=Sh3bgrl PE=1 SV=1"
3574,true,"D4AE97|D4AE97_RAT",47.38,2.52,1,1,"",0.0,0.0,0.0,55064.844,291840.12,98156.53,-:-:-:64.00:64.00:64.00,0.0,148353.83,-:64.00,115892,"Retinoic acid induced 17 (Predicted) OS=Rattus norvegicus OX=10116 GN=Zmiz1 PE=1 SV=1"
4141,true,"Q9R1M7|NMD3A_RAT",0.33,1.67,1,1,"Oxidation (M)",105118.51,286602.7,402489.78,99790.49,246292.02,416779.0,1.00:2.73:3.83:0.95:2.34:3.96,264737.0,254287.17,1.00:0.96,127607,"Glutamate receptor ionotropic, NMDA 3A OS=Rattus norvegicus OX=10116 GN=Grin3a PE=1 SV=1"
336,true,"P21531|RL3_RAT",2.07,49.13,18,18,"Acetylation (K); Carbamidomethylation; Oxidation (M)",1.60604224E8,1.55189088E8,1.58615232E8,1.65586528E8,1.54211408E8,1.60619392E8,1.00:0.97:0.99:1.03:0.96:1.00,1.58136192E8,1.60139104E8,1.00:1.01,46136,"60S ribosomal protein L3 OS=Rattus norvegicus OX=10116 GN=Rpl3 PE=1 SV=3"
573,true,"P35571|GPDM_RAT",28.32,30.12,17,17,"Carbamidomethylation",7704089.0,8669617.0,7741811.5,1.1444434E7,1.1721476E7,1.0875505E7,1.00:1.13:1.00:1.49:1.52:1.41,8038506.0,1.1347138E7,1.00:1.41,80973,"Glycerol-3-phosphate dehydrogenase, mitochondrial OS=Rattus norvegicus OX=10116 GN=Gpd2 PE=1 SV=1"
1074,true,"F1MAH5|F1MAH5_RAT",19.72,20.36,11,11,"Carbamidomethylation",8635064.0,8105795.0,8516354.0,9880843.0,9728904.0,1.0957992E7,1.00:0.94:0.99:1.14:1.13:1.27,8419071.0,1.0189246E7,1.00:1.21,98388,"Protein phosphatase 6, regulatory subunit 3 OS=Rattus norvegicus OX=10116 GN=Ppp6r3 PE=1 SV=3"
66,true,"F1LNF0|F1LNF0_RAT",18.72,21.30,41,31,"Carbamidomethylation; Oxidation (M)",8857370.0,8956811.0,9246813.0,9820815.0,1.0438319E7,9781414.0,1.00:1.01:1.04:1.11:1.18:1.10,9020332.0,1.0013516E7,1.00:1.11,228914,"Myosin heavy chain 14 OS=Rattus norvegicus OX=10116 GN=Myh14 PE=1 SV=1"
976,true,"P61107|RAB14_RAT",0.49,72.09,11,11,"Carbamidomethylation",6.079836E7,6.5259368E7,6.612276E7,6.589046E7,6.2799896E7,6.4216128E7,1.00:1.07:1.09:1.08:1.03:1.06,6.406016E7,6.430216E7,1.00:1.00,23927,"Ras-related protein Rab-14 OS=Rattus norvegicus OX=10116 GN=Rab14 PE=1 SV=3"
1597,true,"P18266|GSK3B_RAT",3.89,16.90,6,5,"Carbamidomethylation; Phosphorylation (STY)",1.025013E7,9676584.0,1.0053078E7,9852079.0,1.0811905E7,1.022434E7,1.00:0.94:0.98:0.96:1.05:1.00,9993264.0,1.0296108E7,1.00:1.03,46742,"Glycogen synthase kinase-3 beta OS=Rattus norvegicus OX=10116 GN=Gsk3b PE=1 SV=1"
4072,true,"G3V6A6|G3V6A6_RAT",3.39,4.52,1,1,"",2507847.8,2523616.2,2483412.5,2557088.2,2336940.5,2463871.5,1.00:1.01:0.99:1.02:0.93:0.98,2504958.8,2452633.5,1.00:0.98,22161,"Similar to RIKEN cDNA 2610002M06 OS=Rattus norvegicus OX=10116 GN=RGD1566265 PE=1 SV=1"
3285,true,"A0A0G2K9L2|A0A0G2K9L2_RAT",6.78,6.44,2,2,"",2280683.8,1836137.1,2660554.0,1346032.6,2098407.0,1841412.5,1.00:0.81:1.17:0.59:0.92:0.81,2259125.0,1761950.8,1.00:0.78,57947,"Target of myb1-like 2 membrane-trafficking protein OS=Rattus norvegicus OX=10116 GN=Tom1l2 PE=1 SV=1"
2433,true,"F7FJQ3|F7FJQ3_RAT",15.66,33.55,4,4,"Carbamidomethylation",3.6373184E7,2.5810678E7,2.5878892E7,1.9894386E7,1.6875724E7,1.9898626E7,1.00:0.71:0.71:0.55:0.46:0.55,2.9354252E7,1.8889578E7,1.00:0.64,16749,"Epididymal secretory protein E1 OS=Rattus norvegicus OX=10116 GN=Npc2 PE=1 SV=1"
3414,true,"Q3T1I9|RPAP1_RAT",3.89,2.21,2,2,"",834785.06,620567.94,596904.4,685410.4,586622.6,541993.3,1.00:0.74:0.72:0.82:0.70:0.65,684085.75,604675.44,1.00:0.88,154759,"RNA polymerase II-associated protein 1 OS=Rattus norvegicus OX=10116 GN=Rpap1 PE=1 SV=1"
55,true,"Q66X93|SND1_RAT",18.16,62.38,46,46,"Acetylation (K); Carbamidomethylation; Phosphorylation (STY)",8.1037672E7,7.964952E7,7.9100608E7,7.1866272E7,7.6201456E7,7.4419536E7,1.00:0.98:0.98:0.89:0.94:0.92,7.9929264E7,7.4223616E7,1.00:0.93,101952,"Staphylococcal nuclease domain-containing protein 1 OS=Rattus norvegicus OX=10116 GN=Snd1 PE=1 SV=1"
2924,true,"D3ZIM7|D3ZIM7_RAT",1.51,19.71,3,3,"",5000609.5,6805324.0,5332859.0,5896869.5,5954749.0,5795434.5,1.00:1.36:1.07:1.18:1.19:1.16,5712931.0,5882351.0,1.00:1.03,23638,"Family with sequence similarity 177, member A1 OS=Rattus norvegicus OX=10116 GN=Fam177a1 PE=1 SV=1"
3640,true,"Q80Z36|ZHX3_RAT",28.02,2.31,1,1,"",355800.44,418825.22,457111.9,721829.0,706312.9,742377.94,1.00:1.18:1.28:2.03:1.99:2.09,410579.2,723506.6,1.00:1.76,103783,"Zinc fingers and homeoboxes protein 3 OS=Rattus norvegicus OX=10116 GN=Zhx3 PE=1 SV=2"
931,true,"Q9R1T1|BAF_RAT",13.14,76.40,9,9,"Acetylation (K); Carbamidomethylation; Phosphorylation (STY)",3.769104E7,4.6336888E7,4.3780564E7,5.106654E7,4.9355972E7,5.15553E7,1.00:1.23:1.16:1.35:1.31:1.37,4.2602832E7,5.0659268E7,1.00:1.19,10045,"Barrier-to-autointegration factor OS=Rattus norvegicus OX=10116 GN=Banf1 PE=1 SV=1"
1481,true,"Q9EPJ0|NUCKS_RAT",5.63,23.46,6,6,"Phosphorylation (STY)",6.793584E7,7.5505032E7,7.0038216E7,7.4206768E7,7.45044E7,7.3323912E7,1.00:1.11:1.03:1.09:1.10:1.08,7.1159696E7,7.4011696E7,1.00:1.04,27140,"Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1 OS=Rattus norvegicus OX=10116 GN=Nucks1 PE=1 SV=1"
764,false,"F7EMK8|F7EMK8_RAT",52.76,19.32,5,5,"Carbamidomethylation",8.3848048E7,8.4035408E7,8.362136E7,1.29937104E8,1.24652736E8,1.25773824E8,1.00:1.00:1.00:1.55:1.49:1.50,8.3834936E7,1.26787888E8,1.00:1.51,33767,"Aldose reductase-related protein 1-like OS=Rattus norvegicus OX=10116 GN=LOC100910708 PE=3 SV=1"
4475,true,"Q9QY02|YTDC1_RAT",8.04,2.03,1,1,"",841779.5,780276.6,799653.4,883688.9,969310.8,815605.75,1.00:0.93:0.95:1.05:1.15:0.97,807236.5,889535.1,1.00:1.10,85902,"YTH domain-containing protein 1 OS=Rattus norvegicus OX=10116 GN=Ythdc1 PE=1 SV=2"
2061,true,"P20650|PPM1A_RAT",13.76,12.83,5,3,"Carbamidomethylation",4544396.0,5042640.0,5587501.5,3989627.5,4089740.5,4381410.0,1.00:1.11:1.23:0.88:0.90:0.96,5058179.0,4153592.8,1.00:0.82,42417,"Protein phosphatase 1A OS=Rattus norvegicus OX=10116 GN=Ppm1a PE=1 SV=1"
95,true,"P27653|C1TC_RAT",1.21,53.26,37,37,"Carbamidomethylation; Phosphorylation (STY)",2.5306356E7,2.4745156E7,2.3142784E7,2.4426082E7,2.5079628E7,2.4338724E7,1.00:0.98:0.91:0.97:0.99:0.96,2.43981E7,2.4614812E7,1.00:1.01,100996,"C-1-tetrahydrofolate synthase, cytoplasmic OS=Rattus norvegicus OX=10116 GN=Mthfd1 PE=1 SV=3"
3237,true,"B5DF71|B5DF71_RAT",20.67,1.89,2,1,"",231752.23,265333.1,264431.25,323393.25,313174.66,345464.3,1.00:1.14:1.14:1.40:1.35:1.49,253838.86,327344.06,1.00:1.29,81409,"Brd3 protein OS=Rattus norvegicus OX=10116 GN=Brd3 PE=1 SV=1"
3140,true,"D3ZM09|D3ZM09_RAT",4.33,6.56,2,2,"Carbamidomethylation",823754.6,264649.94,929572.7,916575.5,720760.4,1091173.9,1.00:0.32:1.13:1.11:0.87:1.32,672659.06,909503.25,1.00:1.35,58287,"Seryl-tRNA synthetase OS=Rattus norvegicus OX=10116 GN=Sars2 PE=1 SV=1"
2621,true,"Q641W4|RFC2_RAT",5.66,14.33,3,3,"",3374250.8,3378669.2,3133730.8,3195530.0,4130386.0,3648405.0,1.00:1.00:0.93:0.95:1.22:1.08,3295550.2,3658107.0,1.00:1.11,38657,"Replication factor C subunit 2 OS=Rattus norvegicus OX=10116 GN=Rfc2 PE=2 SV=1"
1852,true,"M0RCN1|M0RCN1_RAT",8.61,25.00,4,4,"Oxidation (M)",7.3430656E7,6.4581816E7,7.17902E7,6.7936384E7,5.7829168E7,6.1655488E7,1.00:0.88:0.98:0.93:0.79:0.84,6.9934224E7,6.247368E7,1.00:0.89,11759,"60S ribosomal protein L36 OS=Rattus norvegicus OX=10116 GN=LOC100361079 PE=3 SV=2"
3352,true,"Q6AY25|TMED3_RAT",28.85,11.31,2,2,"Carbamidomethylation",4306213.0,3749961.8,4152014.2,2820957.5,2648240.8,2520016.5,1.00:0.87:0.96:0.66:0.61:0.59,4069396.2,2663071.5,1.00:0.65,25510,"Transmembrane emp24 domain-containing protein 3 OS=Rattus norvegicus OX=10116 GN=Tmed3 PE=1 SV=1"
4121,true,"D4AAG4|D4AAG4_RAT",0.79,1.69,1,1,"",210786.66,169639.56,217684.56,220995.75,157661.3,204822.69,1.00:0.80:1.03:1.05:0.75:0.97,199370.25,194493.25,1.00:0.98,107994,"Kinesin-like protein OS=Rattus norvegicus OX=10116 GN=Kif23 PE=1 SV=3"
2780,true,"Q4KLI4|Q4KLI4_RAT",18.92,22.89,3,3,"Carbamidomethylation",1.7093502E7,1.557419E7,1.5179448E7,1.9527408E7,1.8513102E7,1.8635524E7,1.00:0.91:0.89:1.14:1.08:1.09,1.5949047E7,1.8892012E7,1.00:1.18,18251,"Peptidyl-prolyl cis-trans isomerase OS=Rattus norvegicus OX=10116 GN=Ppil1 PE=1 SV=1"
3742,true,"G3V6B8|G3V6B8_RAT",2.03,8.33,1,1,"",2593379.2,2458174.8,2236893.0,2252593.0,2514682.8,2309292.0,1.00:0.95:0.86:0.87:0.97:0.89,2429482.2,2358856.0,1.00:0.97,20932,"Pre-rRNA-processing protein TSR2 homolog OS=Rattus norvegicus OX=10116 GN=Tsr2 PE=1 SV=1"
1979,true,"F1LWE6|F1LWE6_RAT",0.67,24.46,6,5,"",5167471.0,5396944.0,4959775.0,5175448.0,5086051.5,5341330.0,1.00:1.04:0.96:1.00:0.98:1.03,5174730.0,5200943.0,1.00:1.01,29787,"Musashi RNA-binding protein 2 OS=Rattus norvegicus OX=10116 GN=Msi2 PE=1 SV=3"
2417,true,"Q6XQN1|PNCB_RAT",19.96,9.85,3,3,"Carbamidomethylation",1263198.2,1369806.9,1688584.1,2365419.8,2045645.6,2326747.2,1.00:1.08:1.34:1.87:1.62:1.84,1440529.8,2245937.5,1.00:1.56,58565,"Nicotinate phosphoribosyltransferase OS=Rattus norvegicus OX=10116 GN=Naprt PE=2 SV=1"
3296,true,"D3ZD72|D3ZD72_RAT",11.35,4.09,2,2,"Carbamidomethylation",985327.75,708048.0,953525.94,1207847.5,1047477.06,1217410.5,1.00:0.72:0.97:1.23:1.06:1.24,882300.56,1157578.2,1.00:1.31,112549,"Non-SMC condensin I complex, subunit G OS=Rattus norvegicus OX=10116 GN=Ncapg PE=1 SV=3"
4538,true,"Q8K3P7|HINT3_RAT",1.81,9.71,1,1,"Carbamidomethylation",356228.03,368035.03,362535.88,357876.72,407148.47,277732.97,1.00:1.03:1.02:1.00:1.14:0.78,362266.3,347586.06,1.00:0.96,19694,"Histidine triad nucleotide-binding protein 3 OS=Rattus norvegicus OX=10116 GN=Hint3 PE=2 SV=2"
2373,true,"Q64566|AT2C1_RAT",6.51,6.31,4,4,"Carbamidomethylation",2075260.1,1472835.5,1549406.9,1409244.6,1506351.2,1388690.5,1.00:0.71:0.75:0.68:0.73:0.67,1699167.5,1434762.1,1.00:0.84,100500,"Calcium-transporting ATPase type 2C member 1 OS=Rattus norvegicus OX=10116 GN=Atp2c1 PE=2 SV=1"
3040,true,"Q8VHT6|AS3MT_RAT",10.50,7.32,2,2,"Carbamidomethylation",619525.5,552198.8,571645.2,976128.44,741279.75,639549.5,1.00:0.89:0.92:1.58:1.20:1.03,581123.2,785652.56,1.00:1.35,41056,"Arsenite methyltransferase OS=Rattus norvegicus OX=10116 GN=As3mt PE=1 SV=1"
1533,true,"Q4KM87|Q4KM87_RAT",21.94,30.07,7,7,"Carbamidomethylation",1.2765147E7,1.1424306E7,1.1062121E7,1.4731637E7,1.5400112E7,1.4656744E7,1.00:0.89:0.87:1.15:1.21:1.15,1.1750524E7,1.4929498E7,1.00:1.27,47421,"Actin-like 6A OS=Rattus norvegicus OX=10116 GN=Actl6a PE=1 SV=1"
2195,true,"A0A0G2K9D6|A0A0G2K9D6_RAT",12.65,3.05,5,2,"Carbamidomethylation",1604688.4,1336594.4,1212803.6,1618470.0,2341153.2,2566448.8,1.00:0.83:0.76:1.01:1.46:1.60,1384695.5,2175357.2,1.00:1.57,120953,"SWI/SNF-related, matrix-associated, actin-dependent regulator of chromatin, subfamily c, member 1 OS=Rattus norvegicus OX=10116 GN=Smarcc1 PE=1 SV=1"
168,true,"P68035|ACTC_RAT",35.77,24.67,22,6,"Acetylation (K); Carbamidomethylation; Oxidation (M); Phosphorylation (STY)",9.1307571E8,9.3655386E8,8.9711034E8,1.06681773E9,1.06554893E9,1.0750656E9,1.00:1.03:0.98:1.17:1.17:1.18,9.1557997E8,1.06914406E9,1.00:1.17,42019,"Actin, alpha cardiac muscle 1 OS=Rattus norvegicus OX=10116 GN=Actc1 PE=2 SV=1"
294,true,"D3ZD89|D3ZD89_RAT",2.25,31.56,24,22,"Carbamidomethylation; Phosphorylation (STY)",1.4906223E7,1.1605695E7,1.5023173E7,1.0130974E7,1.7584174E7,1.0344203E7,1.00:0.78:1.01:0.68:1.18:0.69,1.384503E7,1.268645E7,1.00:0.92,101010,"N(alpha)-acetyltransferase 15, NatA auxiliary subunit OS=Rattus norvegicus OX=10116 GN=Naa15 PE=1 SV=2"
242,true,"E9PT65|E9PT65_RAT",23.81,26.76,26,16,"Phosphorylation (STY)",1.2285131E7,1.218778E7,1.141985E7,1.6195037E7,1.4353981E7,1.5491474E7,1.00:0.99:0.93:1.32:1.17:1.26,1.1964254E7,1.534683E7,1.00:1.28,68486,"Radixin OS=Rattus norvegicus OX=10116 GN=Rdx PE=1 SV=2"
4205,true,"F1LQ27|F1LQ27_RAT",3.54,5.23,1,1,"",550643.94,711401.44,777414.94,713387.1,720414.25,779044.1,1.00:1.29:1.41:1.30:1.31:1.41,679820.1,737615.2,1.00:1.09,37169,"Family with sequence similarity 98, member C OS=Rattus norvegicus OX=10116 GN=Fam98c PE=1 SV=1"
394,true,"Q5U2U8|Q5U2U8_RAT",24.74,54.53,19,19,"Carbamidomethylation; Phosphorylation (STY)",5.8442408E7,6.2367764E7,5.8743412E7,5.2637556E7,5.225478E7,5.2546472E7,1.00:1.07:1.01:0.90:0.89:0.90,5.9907212E7,5.2510296E7,1.00:0.88,61491,"BAG cochaperone 3 OS=Rattus norvegicus OX=10116 GN=Bag3 PE=1 SV=1"
4236,true,"A0A0G2JX16|A0A0G2JX16_RAT",5.55,1.03,1,1,"",399237.7,546635.3,310366.22,538386.6,454534.06,528851.8,1.00:1.37:0.78:1.35:1.14:1.32,418746.4,507257.5,1.00:1.21,86515,"Glutamine-rich 1 OS=Rattus norvegicus OX=10116 GN=Qrich1 PE=1 SV=1"
81,false,"Q6IFU7|K1C42_RAT",39.48,1.55,1,1,"",3.3823636E7,2.7727416E7,2.684569E7,9378418.0,8358316.5,8784162.0,1.00:0.82:0.79:0.28:0.25:0.26,2.946558E7,8840299.0,1.00:0.30,50213,"Keratin, type I cytoskeletal 42 OS=Rattus norvegicus OX=10116 GN=Krt42 PE=3 SV=1"
385,true,"P0DMW1|HS71B_RAT",28.25,27.15,20,10,"Carbamidomethylation",1.1144962E7,9542624.0,9799372.0,1.5257792E7,1.690046E7,1.5455232E7,1.00:0.86:0.88:1.37:1.52:1.39,1.016232E7,1.5871161E7,1.00:1.56,70185,"Heat shock 70 kDa protein 1B OS=Rattus norvegicus OX=10116 GN=Hspa1b PE=2 SV=1"
3445,true,"B1WC03|B1WC03_RAT",0.76,7.81,2,2,"Carbamidomethylation",1146522.1,1174002.1,1298395.0,818118.4,1392241.2,1366156.9,1.00:1.02:1.13:0.71:1.21:1.19,1206306.5,1192172.2,1.00:0.99,43547,"AAR2 splicing factor homolog OS=Rattus norvegicus OX=10116 GN=Aar2 PE=1 SV=1"
3201,true,"B2RYU6|TPC2L_RAT",1.32,19.42,2,2,"",2288320.5,2174051.5,2161194.5,2507511.8,1962132.4,2372251.5,1.00:0.95:0.94:1.10:0.86:1.04,2207855.5,2280631.8,1.00:1.03,16032,"Trafficking protein particle complex subunit 2-like protein OS=Rattus norvegicus OX=10116 GN=Trappc2l PE=2 SV=1"
3718,true,"A0A0G2K4R1|A0A0G2K4R1_RAT",2.07,2.30,1,1,"Phosphorylation (STY)",2070994.2,993292.7,1454912.5,1275644.8,1258409.0,1324663.5,1.00:0.48:0.70:0.62:0.61:0.64,1506399.8,1286239.1,1.00:0.85,84766,"Protein phosphatase 1 regulatory subunit OS=Rattus norvegicus OX=10116 GN=Ppp1r12c PE=1 SV=1"
4578,true,"Q99NH3|R3GEF_RAT",4.39,3.18,1,1,"Carbamidomethylation",237230.97,159470.23,265867.22,198905.31,161563.9,187591.88,1.00:0.67:1.12:0.84:0.68:0.79,220856.14,182687.03,1.00:0.83,41908,"Guanine nucleotide exchange factor for Rab-3A OS=Rattus norvegicus OX=10116 GN=Rab3il1 PE=1 SV=1"
1419,true,"Q4KLZ3|Q4KLZ3_RAT",0.27,33.09,8,8,"Carbamidomethylation",3.9966528E7,3.1646078E7,3.1885706E7,3.6301792E7,3.4582892E7,3.2776036E7,1.00:0.79:0.80:0.91:0.87:0.82,3.449944E7,3.4553572E7,1.00:1.00,43086,"DAZ associated protein 1, isoform CRA_a OS=Rattus norvegicus OX=10116 GN=Dazap1 PE=1 SV=1"
1036,true,"Q5RKH2|Q5RKH2_RAT",33.98,44.13,11,11,"Carbamidomethylation",2.5168708E7,2.5878132E7,2.526072E7,2.8652492E7,2.8148872E7,2.8410518E7,1.00:1.03:1.00:1.14:1.12:1.13,2.5435854E7,2.840396E7,1.00:1.12,42376,"Galactokinase 1 OS=Rattus norvegicus OX=10116 GN=Galk1 PE=1 SV=1"
4331,true,"P02773|FETA_RAT",3.86,1.15,1,1,"",1530336.9,1507044.4,981225.75,1089171.5,1219183.4,1129501.9,1.00:0.98:0.64:0.71:0.80:0.74,1339535.6,1145952.2,1.00:0.86,68386,"Alpha-fetoprotein OS=Rattus norvegicus OX=10116 GN=Afp PE=2 SV=1"
2704,true,"P63174|RL38_RAT",0.91,41.43,3,3,"",7.2326392E7,8.6608984E7,8.3211144E7,7.9115264E7,7.9216432E7,7.9741712E7,1.00:1.20:1.15:1.09:1.10:1.10,8.0715504E7,7.93578E7,1.00:0.98,8218,"60S ribosomal protein L38 OS=Rattus norvegicus OX=10116 GN=Rpl38 PE=1 SV=2"
416,true,"F1LNL2|F1LNL2_RAT",0.79,15.28,20,12,"",4514619.5,8072315.0,7734776.0,7025804.5,6448409.0,7062569.5,1.00:1.79:1.71:1.56:1.43:1.56,6773903.5,6845594.5,1.00:1.01,116655,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5 (Predicted), isoform CRA_a OS=Rattus norvegicus OX=10116 GN=Smarca5 PE=1 SV=2"
31,true,"D4A8A0|D4A8A0_RAT",1.74,40.69,59,58,"Carbamidomethylation",2.2944312E7,2.0316656E7,2.1612184E7,2.1271158E7,1.9994656E7,2.2218366E7,1.00:0.89:0.94:0.93:0.87:0.97,2.1624384E7,2.1161392E7,1.00:0.98,243371,"Aspartate carbamoyltransferase OS=Rattus norvegicus OX=10116 GN=Cad PE=1 SV=2"
2572,false,"D3ZDK2|UB2D1_RAT",0.87,12.24,1,1,"Carbamidomethylation",6120137.5,6181816.5,7881282.5,7701185.5,5833811.0,7236486.0,1.00:1.01:1.29:1.26:0.95:1.18,6727745.5,6923827.5,1.00:1.03,16602,"Ubiquitin-conjugating enzyme E2 D1 OS=Rattus norvegicus OX=10116 GN=Ube2d1 PE=1 SV=1"
1886,true,"Q499N6|UBXN1_RAT",1.58,25.93,6,6,"",1.6442155E7,1.6702848E7,1.7462796E7,1.7120404E7,1.491395E7,1.755018E7,1.00:1.02:1.06:1.04:0.91:1.07,1.6869266E7,1.6528178E7,1.00:0.98,33582,"UBX domain-containing protein 1 OS=Rattus norvegicus OX=10116 GN=Ubxn1 PE=3 SV=2"
3806,true,"D4A7L6|D4A7L6_RAT",17.53,3.96,1,1,"",149919.86,129521.47,171027.19,107000.35,88558.19,106741.98,1.00:0.86:1.14:0.71:0.59:0.71,150156.17,100766.836,1.00:0.67,32472,"Ribose-5-phosphate isomerase OS=Rattus norvegicus OX=10116 GN=Rpia PE=1 SV=1"
434,true,"Q5I0D1|GLOD4_RAT",11.39,75.17,20,20,"Acetylation (K); Carbamidomethylation",4.0502836E7,4.0685716E7,3.974256E7,4.122964E7,4.2084148E7,4.0909744E7,1.00:1.00:0.98:1.02:1.04:1.01,4.0310368E7,4.1407844E7,1.00:1.03,33268,"Glyoxalase domain-containing protein 4 OS=Rattus norvegicus OX=10116 GN=Glod4 PE=1 SV=1"
1086,true,"Q498R3|DJC10_RAT",10.24,17.91,10,10,"Acetylation (K); Carbamidomethylation",2.2551256E7,2.3306606E7,2.419808E7,2.2191806E7,2.2518722E7,2.1015252E7,1.00:1.03:1.07:0.98:1.00:0.93,2.3351982E7,2.1908594E7,1.00:0.94,90747,"DnaJ homolog subfamily C member 10 OS=Rattus norvegicus OX=10116 GN=Dnajc10 PE=2 SV=2"
3164,true,"Q5U2M6|DCAF8_RAT",15.55,3.89,2,2,"Carbamidomethylation",364503.28,388889.78,301779.28,433114.75,509096.4,480987.4,1.00:1.07:0.83:1.19:1.40:1.32,361419.56,474399.5,1.00:1.31,66156,"DDB1- and CUL4-associated factor 8 OS=Rattus norvegicus OX=10116 GN=Dcaf8 PE=1 SV=1"
247,true,"Q3MHS9|Q3MHS9_RAT",3.26,46.89,24,24,"Carbamidomethylation; Oxidation (M)",6.262606E7,6.2133116E7,6.5077292E7,6.5179672E7,5.7671816E7,6.1525924E7,1.00:0.99:1.04:1.04:0.92:0.98,6.3278824E7,6.1459136E7,1.00:0.97,58017,"Chaperonin containing Tcp1, subunit 6A (Zeta 1) OS=Rattus norvegicus OX=10116 GN=Cct6a PE=1 SV=1"
702,true,"Q5U2Q5|Q5U2Q5_RAT",32.24,29.42,14,14,"Carbamidomethylation",3987300.0,4251248.0,5083576.5,9746411.0,8988713.0,9796456.0,1.00:1.07:1.27:2.44:2.25:2.46,4440708.0,9510526.0,1.00:2.14,90293,"Ribonucleoside-diphosphate reductase OS=Rattus norvegicus OX=10116 GN=Rrm1 PE=1 SV=1"
1768,true,"Q5XI83|VP35L_RAT",14.88,8.44,6,6,"Carbamidomethylation",1914647.1,2146591.0,2251747.2,2372518.0,2691960.5,2625436.2,1.00:1.12:1.18:1.24:1.41:1.37,2104328.5,2563305.0,1.00:1.22,106151,"VPS35 endosomal protein-sorting factor-like OS=Rattus norvegicus OX=10116 GN=Vps35l PE=2 SV=1"
3502,true,"Q4V887|S39A6_RAT",12.87,4.32,2,2,"Carbamidomethylation",1503282.0,2200594.0,2118015.2,2699846.0,2695259.2,2619478.2,1.00:1.46:1.41:1.80:1.79:1.74,1940630.5,2671527.8,1.00:1.38,83231,"Zinc transporter ZIP6 OS=Rattus norvegicus OX=10116 GN=Slc39a6 PE=1 SV=1"
1565,true,"B1WC85|B1WC85_RAT",42.44,25.77,7,7,"Acetylation (K); Carbamidomethylation",2729940.8,2633553.5,2617560.5,3828529.0,3686267.8,3872038.8,1.00:0.96:0.96:1.40:1.35:1.42,2660351.5,3795612.0,1.00:1.43,39881,"RCG23253, isoform CRA_a OS=Rattus norvegicus OX=10116 GN=Wdr92 PE=1 SV=1"
